Scenario,Policy,Metric,Time,DeltaValue,NormalizedDelta
Rally,MtM-band,dK_0.5y,2.0,17.614635712451374,0.4100015310418899
Rally,MtM-band,dK_0.5y,2.25,14.344695329513918,0.33388979161645493
Rally,MtM-band,dK_0.5y,2.5,9.53261257601427,0.2218828600714279
Rally,MtM-band,dK_0.5y,2.75,9.590590953984913,0.2232323755608959
Rally,MtM-band,dK_0.5y,3.0,9.57074943564901,0.2227705406964845
Rally,MtM-band,dK_0.5y,3.25,9.580592537094624,0.22299965055312773
Rally,MtM-band,dK_0.5y,3.5,9.581094358254376,0.22301133103560639
Rally,MtM-band,dK_0.5y,3.75,9.58109435825438,0.22301133103560647
Rally,MtM-band,dK_0.5y,4.0,9.581094358254377,0.22301133103560644
Rally,MtM-band,dK_0.5y,4.25,9.581094358254392,0.22301133103560677
Rally,MtM-band,dK_0.5y,4.5,9.581094358254393,0.2230113310356068
Rally,MtM-band,dK_0.5y,4.75,9.581094358254383,0.22301133103560655
Rally,MtM-band,dK_0.5y,5.0,9.581094358254388,0.2230113310356067
Rally,MtM-band,dK_0.5y,5.25,9.581094358254395,0.22301133103560686
Rally,MtM-band,dK_0.5y,5.5,9.581094358254383,0.22301133103560655
Rally,MtM-band,dK_0.5y,5.75,9.581094358254383,0.22301133103560655
Rally,MtM-band,dK_0.5y,6.0,9.581094358254383,0.22301133103560655
Rally,MtM-band,dK_0.5y,6.25,9.581094358254386,0.22301133103560664
Rally,MtM-band,dK_0.5y,6.5,9.581094358254386,0.22301133103560664
Rally,MtM-band,dK_0.5y,6.75,5.0,0.11638092826185144
Rally,MtM-band,dK_0.5y,7.0,0.0,0.0
Rally,MtM-band,dK_1y,0.0,74.62998238932434,0.9999999999999867
Rally,MtM-band,dK_1y,0.25,60.3048907360752,0.8080517883748138
Rally,MtM-band,dK_1y,0.5,98.78093496859424,1.3236092493400256
Rally,MtM-band,dK_1y,0.75,75.4413405154284,1.010871744842045
Rally,MtM-band,dK_1y,1.0,59.903195914691345,0.8026693025624989
Rally,MtM-band,dK_1y,1.25,47.94363003015359,0.6424178124556437
Rally,MtM-band,dK_1y,1.5,41.53862347685563,0.5565943089757058
Rally,MtM-band,dK_1y,1.75,32.912929077693896,0.44101483109021317
Rally,MtM-band,dK_1y,2.0,24.882208166485096,0.33340766498752533
Rally,MtM-band,dK_1y,2.25,15.537193979228025,0.2081897044833067
Rally,MtM-band,dK_1y,2.5,16.897953735383382,0.22642312371495846
Rally,MtM-band,dK_1y,2.75,17.60269275818193,0.2358662322383145
Rally,MtM-band,dK_1y,3.0,17.685574871331955,0.2369768061724962
Rally,MtM-band,dK_1y,3.25,17.768897797237297,0.23809328675091398
Rally,MtM-band,dK_1y,3.5,17.803394930610672,0.23855552903302268
Rally,MtM-band,dK_1y,3.75,17.84134428196016,0.23906402910410027
Rally,MtM-band,dK_1y,4.0,17.862602068175292,0.23934887154321854
Rally,MtM-band,dK_1y,4.25,17.852174022868002,0.23920914157178577
Rally,MtM-band,dK_1y,4.5,17.860323360028985,0.23931833812925607
Rally,MtM-band,dK_1y,4.75,17.820196026575687,0.23878065431681772
Rally,MtM-band,dK_1y,5.0,17.822448709830578,0.23881083901179914
Rally,MtM-band,dK_1y,5.25,17.814666104677737,0.23870655645800942
Rally,MtM-band,dK_1y,5.5,17.735383381311998,0.23764421233266658
Rally,MtM-band,dK_1y,5.75,17.70847656852284,0.23728367609873327
Rally,MtM-band,dK_1y,6.0,17.72428811778415,0.23749554201046327
Rally,MtM-band,dK_1y,6.25,13.80478932501919,0.1849764515955956
Rally,MtM-band,dK_1y,6.5,9.581094358254386,0.1283813026817063
Rally,MtM-band,dK_1y,6.75,5.0,0.06699720192772245
Rally,MtM-band,dK_1y,7.0,0.0,0.0
Rally,MtM-band,dK_3y,0.0,133.75837917615615,0.9999999999999926
Rally,MtM-band,dK_3y,0.25,119.04704340798794,0.8900155948451299
Rally,MtM-band,dK_3y,0.5,142.8648829851457,1.0680817445985606
Rally,MtM-band,dK_3y,0.75,124.70343773674183,0.9323037442948517
Rally,MtM-band,dK_3y,1.0,99.5890418423583,0.7445443227986599
Rally,MtM-band,dK_3y,1.25,74.71580435509759,0.5585878418629636
Rally,MtM-band,dK_3y,1.5,52.3980905555305,0.3917368831639568
Rally,MtM-band,dK_3y,1.75,40.577553018635506,0.3033645687736367
Rally,MtM-band,dK_3y,2.0,32.873300261691746,0.24576628742187626
Rally,MtM-band,dK_3y,2.25,20.8880925557857,0.1561628713239452
Rally,MtM-band,dK_3y,2.5,38.82061955941243,0.29022944056675837
Rally,MtM-band,dK_3y,2.75,42.50204312767082,0.3177523785010617
Rally,MtM-band,dK_3y,3.0,43.557055694011034,0.32563982878894826
Rally,MtM-band,dK_3y,3.25,44.31107373093227,0.3312769936646396
Rally,MtM-band,dK_3y,3.5,45.03365492916286,0.33667913147971407
Rally,MtM-band,dK_3y,3.75,46.02709549813555,0.3441062592237214
Rally,MtM-band,dK_3y,4.0,46.48960289517476,0.3475640418305972
Rally,MtM-band,dK_3y,4.25,42.70033879358551,0.31923487004391704
Rally,MtM-band,dK_3y,4.5,39.42962081945862,0.2947824357794481
Rally,MtM-band,dK_3y,4.75,35.45220188864952,0.2650465870400513
Rally,MtM-band,dK_3y,5.0,32.146497971279786,0.24033259201611198
Rally,MtM-band,dK_3y,5.25,28.688241741639857,0.21447809040701674
Rally,MtM-band,dK_3y,5.5,24.887090230293822,0.18606004635805293
Rally,MtM-band,dK_3y,5.75,21.355119277023057,0.1596544411539167
Rally,MtM-band,dK_3y,6.0,17.72428811778415,0.13250974052579995
Rally,MtM-band,dK_3y,6.25,13.80478932501919,0.10320691241958423
Rally,MtM-band,dK_3y,6.5,9.581094358254386,0.07162986287114226
Rally,MtM-band,dK_3y,6.75,5.0,0.03738083573377559
Rally,MtM-band,dK_3y,7.0,0.0,0.0
Rally,MtM-band,MtM,0.0,644.18079456557,0.9999999999999984
Rally,MtM-band,MtM,0.25,632.0435027936431,0.9811585631327101
Rally,MtM-band,MtM,0.5,671.8199904719646,1.0429059607792766
Rally,MtM-band,MtM,0.75,600.1464701438865,0.9316429101997976
Rally,MtM-band,MtM,1.0,534.7144847146233,0.830068963908229
Rally,MtM-band,MtM,1.25,463.8596273137095,0.7200767722771552
Rally,MtM-band,MtM,1.5,389.5272851189274,0.6046862750411873
Rally,MtM-band,MtM,1.75,311.1459957575549,0.48301035731341324
Rally,MtM-band,MtM,2.0,231.66637008827237,0.35962942708421763
Rally,MtM-band,MtM,2.25,163.11935855720787,0.25321984128262304
Rally,MtM-band,MtM,2.5,96.61732418435464,0.14998479464062942
Rally,MtM-band,MtM,2.75,89.78515931776549,0.1393788204727769
Rally,MtM-band,MtM,3.0,83.89646982007588,0.13023745899884334
Rally,MtM-band,MtM,3.25,78.094880155377,0.12123130775428255
Rally,MtM-band,MtM,3.5,72.716107910865,0.11288152103308825
Rally,MtM-band,MtM,3.75,67.60168817669887,0.10494210437038684
Rally,MtM-band,MtM,4.0,62.070536701493985,0.09635577034449425
Rally,MtM-band,MtM,4.25,56.246248003853694,0.08731438204671345
Rally,MtM-band,MtM,4.5,50.923787614112456,0.0790520115528358
Rally,MtM-band,MtM,4.75,45.32466312541224,0.0703601589922884
Rally,MtM-band,MtM,5.0,40.22072062207336,0.06243700675553018
Rally,MtM-band,MtM,5.25,35.10854150473622,0.054501068335036394
Rally,MtM-band,MtM,5.5,29.848073696195133,0.046334932596561455
Rally,MtM-band,MtM,5.75,24.840748488964653,0.038561765110859916
Rally,MtM-band,MtM,6.0,19.93111672244741,0.030940252939221438
Rally,MtM-band,MtM,6.25,14.97325090846157,0.023243864198962
Rally,MtM-band,MtM,6.5,9.988279225669263,0.015505397413167615
Rally,MtM-band,MtM,6.75,4.997517714530179,0.007757942733919062
Rally,MtM-band,MtM,7.0,0.0,0.0
Rally,MtM-band,V,0.0,251.87082587396654,0.999999999999996
Rally,MtM-band,V,0.25,246.08136250012402,0.9770141565472911
Rally,MtM-band,V,0.5,193.33447979002088,0.7675937819283708
Rally,MtM-band,V,0.75,145.1873303307141,0.5764356781970601
Rally,MtM-band,V,1.0,102.55379994388878,0.4071682362895224
Rally,MtM-band,V,1.25,72.03608585882208,0.2860040880434
Rally,MtM-band,V,1.5,47.832691618448926,0.18990961518657068
Rally,MtM-band,V,1.75,32.52880622963671,0.12914876551011764
Rally,MtM-band,V,2.0,22.78665597533201,0.09046961233507099
Rally,MtM-band,V,2.25,13.376460155242217,0.053108414239033785
Rally,MtM-band,V,2.5,9.796966258485499,0.03889678856013184
Rally,MtM-band,V,2.75,10.705316989917682,0.04250320358767738
Rally,MtM-band,V,3.0,11.197609682291464,0.04445774790882126
Rally,MtM-band,V,3.25,11.760084056145555,0.046690933796477596
Rally,MtM-band,V,3.5,11.569140486654112,0.045932832619698244
Rally,MtM-band,V,3.75,10.776889590743046,0.04278736750613445
Rally,MtM-band,V,4.0,11.26548370445084,0.04472722740063561
Rally,MtM-band,V,4.25,13.370705036165756,0.05308556475237136
Rally,MtM-band,V,4.5,13.95180878563977,0.05539271464739251
Rally,MtM-band,V,4.75,18.60095282375776,0.07385116064639183
Rally,MtM-band,V,5.0,21.039312376534472,0.08353215305317749
Rally,MtM-band,V,5.25,24.281725351082272,0.09640547001355565
Rally,MtM-band,V,5.5,24.370123118869945,0.09675643470937122
Rally,MtM-band,V,5.75,21.147150832119287,0.08396030290026925
Rally,MtM-band,V,6.0,17.63315442891353,0.07000872120750064
Rally,MtM-band,V,6.25,13.761624549308738,0.05463762824279956
Rally,MtM-band,V,6.5,9.561536487080359,0.03796206429983603
Rally,MtM-band,V,6.75,5.0,0.019851445607685928
Rally,MtM-band,V,7.0,0.0,0.0
Rally,0.5y-greedy,dK_0.5y,0.0,47.90547179127196,0.9999999999999791
Rally,0.5y-greedy,dK_0.5y,0.25,47.90547179127195,0.9999999999999789
Rally,0.5y-greedy,dK_0.5y,0.5,47.90547179127199,0.9999999999999798
Rally,0.5y-greedy,dK_0.5y,0.75,47.91171698490818,1.0001303649333093
Rally,0.5y-greedy,dK_0.5y,1.0,47.91784676494477,1.0002583206721296
Rally,0.5y-greedy,dK_0.5y,1.25,50.366549204525526,1.0513736181114264
Rally,0.5y-greedy,dK_0.5y,1.5,62.80646769265252,1.3110499770528115
Rally,0.5y-greedy,dK_0.5y,1.75,41.05496676571142,0.8569995290849112
Rally,0.5y-greedy,dK_0.5y,2.0,41.347758880961564,0.8631114011592717
Rally,0.5y-greedy,dK_0.5y,2.25,43.0606564052109,0.898867181453275
Rally,0.5y-greedy,dK_0.5y,2.5,41.79372671747754,0.8724207309673379
Rally,0.5y-greedy,dK_0.5y,2.75,31.232389160843116,0.6519587010211386
Rally,0.5y-greedy,dK_0.5y,3.0,28.886646044332252,0.6029926220159801
Rally,0.5y-greedy,dK_0.5y,3.25,28.789671502139534,0.6009683325440959
Rally,0.5y-greedy,dK_0.5y,3.5,28.548801911729576,0.595940314211254
Rally,0.5y-greedy,dK_0.5y,3.75,25.10208034240709,0.5239919241747242
Rally,0.5y-greedy,dK_0.5y,4.0,17.42285731063312,0.36369242717294514
Rally,0.5y-greedy,dK_0.5y,4.25,16.233460792744673,0.338864438356329
Rally,0.5y-greedy,dK_0.5y,4.5,14.50423346039009,0.3027677824275672
Rally,0.5y-greedy,dK_0.5y,4.75,14.511319769094772,0.30291570516874294
Rally,0.5y-greedy,dK_0.5y,5.0,14.508551897695224,0.30285792739730993
Rally,0.5y-greedy,dK_0.5y,5.25,14.50674144571632,0.3028201352221949
Rally,0.5y-greedy,dK_0.5y,5.5,14.5117578873253,0.3029248506424049
Rally,0.5y-greedy,dK_0.5y,5.75,14.51189985214231,0.3029278140787661
Rally,0.5y-greedy,dK_0.5y,6.0,14.508028897273235,0.30284701005525205
Rally,0.5y-greedy,dK_0.5y,6.25,14.505218427631913,0.30278834306928504
Rally,0.5y-greedy,dK_0.5y,6.5,14.14512000756676,0.2952714894281368
Rally,0.5y-greedy,dK_0.5y,6.75,6.25,0.1304652634928976
Rally,0.5y-greedy,dK_0.5y,7.0,0.0,0.0
Rally,0.5y-greedy,dK_1y,0.0,88.5232948237741,0.9999999999999888
Rally,0.5y-greedy,dK_1y,0.25,88.98921824365634,1.0052632860176383
Rally,0.5y-greedy,dK_1y,0.5,92.9875786424456,1.0504306106947063
Rally,0.5y-greedy,dK_1y,0.75,96.60672423370643,1.0913141498633006
Rally,0.5y-greedy,dK_1y,1.0,102.60866946930065,1.1591148936962363
Rally,0.5y-greedy,dK_1y,1.25,107.83909094308555,1.2182001489863516
Rally,0.5y-greedy,dK_1y,1.5,80.24022272775254,0.9064305942010878
Rally,0.5y-greedy,dK_1y,1.75,88.53463489403296,1.000128102668122
Rally,0.5y-greedy,dK_1y,2.0,85.88655398296498,0.9702141583629584
Rally,0.5y-greedy,dK_1y,2.25,90.96721458455247,1.0276076457122674
Rally,0.5y-greedy,dK_1y,2.5,91.3501852111426,1.0319338586865192
Rally,0.5y-greedy,dK_1y,2.75,64.70446685379338,0.7309315246636687
Rally,0.5y-greedy,dK_1y,3.0,61.25638799826191,0.69198043430496
Rally,0.5y-greedy,dK_1y,3.25,67.05874439653148,0.7575265305028075
Rally,0.5y-greedy,dK_1y,3.5,66.68409978908856,0.7532943720840689
Rally,0.5y-greedy,dK_1y,3.75,57.05704909883799,0.6445427637145961
Rally,0.5y-greedy,dK_1y,4.0,15.938402391507402,0.18004755045817336
Rally,0.5y-greedy,dK_1y,4.25,34.92712111223635,0.3945528821737419
Rally,0.5y-greedy,dK_1y,4.5,32.05604244226657,0.36211985224997684
Rally,0.5y-greedy,dK_1y,4.75,32.46427646633841,0.3667314522235715
Rally,0.5y-greedy,dK_1y,5.0,32.795379494314574,0.37047174486219614
Rally,0.5y-greedy,dK_1y,5.25,33.12476433913907,0.3741926281108394
Rally,0.5y-greedy,dK_1y,5.5,32.7174751214944,0.3695917011067614
Rally,0.5y-greedy,dK_1y,5.75,32.637175227777114,0.36868459644151885
Rally,0.5y-greedy,dK_1y,6.0,32.83812193469603,0.3709545831983261
Rally,0.5y-greedy,dK_1y,6.25,23.40876889807116,0.26443625877992244
Rally,0.5y-greedy,dK_1y,6.5,14.14512000756676,0.15978980488385236
Rally,0.5y-greedy,dK_1y,6.75,6.25,0.0706028849518309
Rally,0.5y-greedy,dK_1y,7.0,0.0,0.0
Rally,0.5y-greedy,dK_3y,0.0,222.2225160957625,0.9999999999999956
Rally,0.5y-greedy,dK_3y,0.25,233.7101596713592,1.0516943277280024
Rally,0.5y-greedy,dK_3y,0.5,298.4164009694498,1.3428720285070108
Rally,0.5y-greedy,dK_3y,0.75,324.95811328808946,1.4623095759929816
Rally,0.5y-greedy,dK_3y,1.0,330.69883750816956,1.4881428008206865
Rally,0.5y-greedy,dK_3y,1.25,261.6060097621475,1.1772254871302612
Rally,0.5y-greedy,dK_3y,1.5,21.505860451671804,0.09677624405262414
Rally,0.5y-greedy,dK_3y,1.75,219.83558958695363,0.9892588449147914
Rally,0.5y-greedy,dK_3y,2.0,190.56833573719038,0.857556376758275
Rally,0.5y-greedy,dK_3y,2.25,188.43676176105413,0.8479643065505122
Rally,0.5y-greedy,dK_3y,2.5,251.91250575579502,1.1336047767870518
Rally,0.5y-greedy,dK_3y,2.75,187.2392747614764,0.8425756221785753
Rally,0.5y-greedy,dK_3y,3.0,196.2931988493172,0.8833182266945784
Rally,0.5y-greedy,dK_3y,3.25,229.1400966904054,1.0311290715098413
Rally,0.5y-greedy,dK_3y,3.5,226.1894061334391,1.01785098156285
Rally,0.5y-greedy,dK_3y,3.75,185.54866589758996,0.8349678923517836
Rally,0.5y-greedy,dK_3y,4.0,12.310570481725978,0.055397493908407196
Rally,0.5y-greedy,dK_3y,4.25,101.48426597990628,0.45667859298367924
Rally,0.5y-greedy,dK_3y,4.5,92.09073437360885,0.4144077566556024
Rally,0.5y-greedy,dK_3y,4.75,84.38795953723736,0.37974531573061493
Rally,0.5y-greedy,dK_3y,5.0,75.06171461455827,0.3377772690784022
Rally,0.5y-greedy,dK_3y,5.25,65.21934249233763,0.2934866530996901
Rally,0.5y-greedy,dK_3y,5.5,52.85385950585084,0.23784205324663976
Rally,0.5y-greedy,dK_3y,5.75,42.43780114213664,0.19096985259517402
Rally,0.5y-greedy,dK_3y,6.0,32.83812193469603,0.14777135328872312
Rally,0.5y-greedy,dK_3y,6.25,23.40876889807116,0.10533932073734373
Rally,0.5y-greedy,dK_3y,6.5,14.14512000756676,0.06365295585741244
Rally,0.5y-greedy,dK_3y,6.75,6.25,0.02812496280667912
Rally,0.5y-greedy,dK_3y,7.0,0.0,0.0
Rally,0.5y-greedy,MtM,0.0,644.18079456557,0.9999999999999984
Rally,0.5y-greedy,MtM,0.25,632.0435027936431,0.9811585631327101
Rally,0.5y-greedy,MtM,0.5,671.8199904719646,1.0429059607792766
Rally,0.5y-greedy,MtM,0.75,666.829411270985,1.0351587891108862
Rally,0.5y-greedy,MtM,1.0,668.3931058932791,1.0375862048852864
Rally,0.5y-greedy,MtM,1.25,662.6566104481565,1.0286811032530787
Rally,0.5y-greedy,MtM,1.5,649.2121418648791,1.007810458401979
Rally,0.5y-greedy,MtM,1.75,591.1773919393543,0.9177196788954851
Rally,0.5y-greedy,MtM,2.0,492.2910364375788,0.7642125325539624
Rally,0.5y-greedy,MtM,2.25,434.98495615255433,0.6752529100869947
Rally,0.5y-greedy,MtM,2.5,362.3149656913299,0.5624429799023603
Rally,0.5y-greedy,MtM,2.75,291.80176778273784,0.4529811665365249
Rally,0.5y-greedy,MtM,3.0,251.6894094602276,0.39071237699653
Rally,0.5y-greedy,MtM,3.25,214.76092042728675,0.333386096324277
Rally,0.5y-greedy,MtM,3.5,181.79026977716254,0.28220380258272065
Rally,0.5y-greedy,MtM,3.75,152.10379839757246,0.2361197348333704
Rally,0.5y-greedy,MtM,4.0,124.14107340298797,0.1927115406889885
Rally,0.5y-greedy,MtM,4.25,98.43093400674397,0.15280016858174852
Rally,0.5y-greedy,MtM,4.5,76.38568142116868,0.11857801732925369
Rally,0.5y-greedy,MtM,4.75,67.98699468811836,0.10554023848843258
Rally,0.5y-greedy,MtM,5.0,60.33108093311004,0.09365551013329527
Rally,0.5y-greedy,MtM,5.25,52.66281225710434,0.0817516025025546
Rally,0.5y-greedy,MtM,5.5,44.7721105442927,0.06950239889484218
Rally,0.5y-greedy,MtM,5.75,37.26112273344698,0.057842647666289874
Rally,0.5y-greedy,MtM,6.0,29.896675083671116,0.046410379408832164
Rally,0.5y-greedy,MtM,6.25,22.459876362692352,0.034865796298443
Rally,0.5y-greedy,MtM,6.5,12.485349032086578,0.01938174676645952
Rally,0.5y-greedy,MtM,6.75,6.246897143162724,0.009697428417398827
Rally,0.5y-greedy,MtM,7.0,0.0,0.0
Rally,0.5y-greedy,V,0.0,251.87082587396654,0.999999999999996
Rally,0.5y-greedy,V,0.25,246.08136250012402,0.9770141565472911
Rally,0.5y-greedy,V,0.5,193.33447979002088,0.7675937819283708
Rally,0.5y-greedy,V,0.75,174.394732442431,0.692397509069572
Rally,0.5y-greedy,V,1.0,162.86326571299543,0.6466142521583259
Rally,0.5y-greedy,V,1.25,169.63788103802068,0.6735114336858727
Rally,0.5y-greedy,V,1.5,187.69297062279017,0.7451953594526624
Rally,0.5y-greedy,V,1.75,179.37454649728377,0.7121688106388319
Rally,0.5y-greedy,V,2.0,139.5266951349757,0.5539613198584294
Rally,0.5y-greedy,V,2.25,127.5487806284305,0.5064055361943905
Rally,0.5y-greedy,V,2.5,130.97379876201856,0.5200038484312428
Rally,0.5y-greedy,V,2.75,85.35804960092044,0.33889613576616595
Rally,0.5y-greedy,V,3.0,85.5850105941428,0.33979723652856997
Rally,0.5y-greedy,V,3.25,68.37037580593338,0.2714501592977065
Rally,0.5y-greedy,V,3.5,66.62320721388383,0.26451339484320074
Rally,0.5y-greedy,V,3.75,41.69008547116556,0.1655216928221241
Rally,0.5y-greedy,V,4.0,39.324250889424626,0.1561286455188816
Rally,0.5y-greedy,V,4.25,34.44069041160226,0.13673949847941452
Rally,0.5y-greedy,V,4.5,31.998762952898645,0.1270443404545406
Rally,0.5y-greedy,V,4.75,37.12811166268712,0.1474093378375846
Rally,0.5y-greedy,V,5.0,38.633591072833156,0.15338652636238562
Rally,0.5y-greedy,V,5.25,40.41710216628373,0.16046758105485331
Rally,0.5y-greedy,V,5.5,42.969481110383825,0.17060126341065449
Rally,0.5y-greedy,V,5.75,38.850064424240884,0.1542459881545824
Rally,0.5y-greedy,V,6.0,31.911512168183446,0.12669792961314028
Rally,0.5y-greedy,V,6.25,23.349054254468307,0.09270249610469707
Rally,0.5y-greedy,V,6.5,14.11140984671761,0.05602637700397565
Rally,0.5y-greedy,V,6.75,6.25,0.02481430700960741
Rally,0.5y-greedy,V,7.0,0.0,0.0
Rally,Optimal V,dK_0.5y,0.0,59.62890661504572,0.9999999999999832
Rally,Optimal V,dK_0.5y,0.25,69.97871386717225,1.17357030070905
Rally,Optimal V,dK_0.5y,0.5,74.33390919098198,1.246608623412602
Rally,Optimal V,dK_0.5y,0.75,73.097433298841,1.2258724408740984
Rally,Optimal V,dK_0.5y,1.0,39.25034313300899,0.6582435493308976
Rally,Optimal V,dK_0.5y,1.25,35.361392940859275,0.5930243391706969
Rally,Optimal V,dK_0.5y,1.5,27.382737682716865,0.4592191813862158
Rally,Optimal V,dK_0.5y,1.75,22.46717499655449,0.37678327965324687
Rally,Optimal V,dK_0.5y,2.0,23.230825975038556,0.3895900041403158
Rally,Optimal V,dK_0.5y,2.25,18.455526358126434,0.30950636873608844
Rally,Optimal V,dK_0.5y,2.5,8.667473159367095,0.14535690240511553
Rally,Optimal V,dK_0.5y,2.75,6.090568857937184,0.1021412131075416
Rally,Optimal V,dK_0.5y,3.0,7.141746248939363,0.11976986757522096
Rally,Optimal V,dK_0.5y,3.25,5.068056254655386,0.08499327829996661
Rally,Optimal V,dK_0.5y,3.5,0.0,0.0
Rally,Optimal V,dK_0.5y,3.75,0.0,0.0
Rally,Optimal V,dK_0.5y,4.0,0.0,0.0
Rally,Optimal V,dK_0.5y,4.25,0.0,0.0
Rally,Optimal V,dK_0.5y,4.5,0.0,0.0
Rally,Optimal V,dK_0.5y,4.75,0.0,0.0
Rally,Optimal V,dK_0.5y,5.0,0.0,0.0
Rally,Optimal V,dK_0.5y,5.25,0.0,0.0
Rally,Optimal V,dK_0.5y,5.5,0.0,0.0
Rally,Optimal V,dK_0.5y,5.75,0.0,0.0
Rally,Optimal V,dK_0.5y,6.0,0.0,0.0
Rally,Optimal V,dK_0.5y,6.25,0.0,0.0
Rally,Optimal V,dK_0.5y,6.5,0.0,0.0
Rally,Optimal V,dK_0.5y,6.75,0.0,0.0
Rally,Optimal V,dK_0.5y,7.0,0.0,0.0
Rally,Optimal V,dK_1y,0.0,101.71408819334584,0.9999999999999902
Rally,Optimal V,dK_1y,0.25,112.67578342561758,1.107769684878203
Rally,Optimal V,dK_1y,0.5,119.0012794672584,1.169958671222128
Rally,Optimal V,dK_1y,0.75,109.32195419978119,1.0747965807054443
Rally,Optimal V,dK_1y,1.0,81.61107918887318,0.8023576737348307
Rally,Optimal V,dK_1y,1.25,65.94042008225968,0.6482919058067402
Rally,Optimal V,dK_1y,1.5,53.85616304560246,0.529485777262517
Rally,Optimal V,dK_1y,1.75,41.55383841314529,0.40853572156254503
Rally,Optimal V,dK_1y,2.0,33.868817183132215,0.33298059083763765
Rally,Optimal V,dK_1y,2.25,20.46541942762206,0.2012053570073758
Rally,Optimal V,dK_1y,2.5,14.92398264567661,0.14672483341056775
Rally,Optimal V,dK_1y,2.75,12.703905292488525,0.1248981878335266
Rally,Optimal V,dK_1y,3.0,7.8325720708228115,0.07700577383079901
Rally,Optimal V,dK_1y,3.25,3.0454041935377334,0.029940829708356317
Rally,Optimal V,dK_1y,3.5,-0.023398538738563925,-0.00023004226016445215
Rally,Optimal V,dK_1y,3.75,-0.02344342241337355,-0.0002304835331051711
Rally,Optimal V,dK_1y,4.0,-0.015736878381594162,-0.00015471680139018853
Rally,Optimal V,dK_1y,4.25,-0.023311141819409343,-0.0002291830191221646
Rally,Optimal V,dK_1y,4.5,-0.017870674275144837,-0.00017569517254261506
Rally,Optimal V,dK_1y,4.75,-0.023363078585156474,-0.00022969363438372407
Rally,Optimal V,dK_1y,5.0,-0.022692798694167786,-0.00022310379119784638
Rally,Optimal V,dK_1y,5.25,-0.0038139845875013395,-3.7497112300229165e-05
Rally,Optimal V,dK_1y,5.5,-0.002567042679217666,-2.5237828159438557e-05
Rally,Optimal V,dK_1y,5.75,-0.0005109674151325922,-5.023565803011493e-06
Rally,Optimal V,dK_1y,6.0,0.0,0.0
Rally,Optimal V,dK_1y,6.25,0.0,0.0
Rally,Optimal V,dK_1y,6.5,0.0,0.0
Rally,Optimal V,dK_1y,6.75,0.0,0.0
Rally,Optimal V,dK_1y,7.0,0.0,0.0
Rally,Optimal V,dK_3y,0.0,208.16107327120125,0.9999999999999952
Rally,Optimal V,dK_3y,0.25,209.53814635072808,1.0066154207310976
Rally,Optimal V,dK_3y,0.5,178.7769434496185,0.858839458502884
Rally,Optimal V,dK_3y,0.75,155.2318915114157,0.7457296845754257
Rally,Optimal V,dK_3y,1.0,109.62725533582156,0.5266462821941444
Rally,Optimal V,dK_3y,1.25,78.91600961665483,0.3791103128769867
Rally,Optimal V,dK_3y,1.5,53.64328837156502,0.25770086370411804
Rally,Optimal V,dK_3y,1.75,37.097379303582784,0.1782147772424796
Rally,Optimal V,dK_3y,2.0,26.86803373660245,0.12907328596253673
Rally,Optimal V,dK_3y,2.25,17.034884383937367,0.08183511026455702
Rally,Optimal V,dK_3y,2.5,13.966096528577886,0.06709273885411891
Rally,Optimal V,dK_3y,2.75,9.261739455163934,0.04449313846060591
Rally,Optimal V,dK_3y,3.0,5.168325481755401,0.024828491708542733
Rally,Optimal V,dK_3y,3.25,2.1553734815352703,0.010354354191511811
Rally,Optimal V,dK_3y,3.5,0.0003238627284669088,1.55582752998667e-06
Rally,Optimal V,dK_3y,3.75,0.054144699380604885,0.00026010962823035875
Rally,Optimal V,dK_3y,4.0,0.07827698895079872,0.0003760404753909762
Rally,Optimal V,dK_3y,4.25,0.06523492394049786,0.00031338675822211327
Rally,Optimal V,dK_3y,4.5,0.03262652933724487,0.0001567369384896352
Rally,Optimal V,dK_3y,4.75,0.026914478415792732,0.0001292964049081706
Rally,Optimal V,dK_3y,5.0,0.008403132891971064,4.036841643789499e-05
Rally,Optimal V,dK_3y,5.25,0.001582147225716754,7.6005912193556794e-06
Rally,Optimal V,dK_3y,5.5,0.000793638684843139,3.8126181440712904e-06
Rally,Optimal V,dK_3y,5.75,7.091065729631735e-05,3.406528232294976e-07
Rally,Optimal V,dK_3y,6.0,0.0,0.0
Rally,Optimal V,dK_3y,6.25,0.0,0.0
Rally,Optimal V,dK_3y,6.5,0.0,0.0
Rally,Optimal V,dK_3y,6.75,0.0,0.0
Rally,Optimal V,dK_3y,7.0,0.0,0.0
Rally,Optimal V,MtM,0.0,644.18079456557,0.9999999999999984
Rally,Optimal V,MtM,0.25,632.0435027936431,0.9811585631327101
Rally,Optimal V,MtM,0.5,671.8199904719646,1.0429059607792766
Rally,Optimal V,MtM,0.75,633.4879407074358,0.9834008496553419
Rally,Optimal V,MtM,1.0,568.1341400092872,0.8819482741524933
Rally,Optimal V,MtM,1.25,496.9924578361173,0.771510827439809
Rally,Optimal V,MtM,1.5,421.98789221217135,0.6550767979612862
Rally,Optimal V,MtM,1.75,342.2605953333104,0.5313113930447546
Rally,Optimal V,MtM,2.0,260.62466634930644,0.40458310546974485
Rally,Optimal V,MtM,2.25,190.30591831674252,0.2954231481630602
